frame,id,x,y,w,h,class_id,score,unique_ids_seen
617,8,988,509,52,45,2,0.411143,9
618,1,347,610,175,73,2,0.6908,9
618,8,988,512,56,46,2,0.521971,9
619,1,347,610,175,73,2,0.6908,9
619,8,989,513,57,46,2,0.521971,9
620,1,347,610,175,72,2,0.696419,9
620,8,989,514,57,46,2,0.521971,9
621,1,347,610,175,72,2,0.696419,9
621,8,989,516,56,45,2,0.407831,9
622,1,347,609,175,73,2,0.693095,9
622,8,990,517,56,45,2,0.407831,9
623,1,347,609,174,73,2,0.693095,9
623,8,990,516,56,47,2,0.453625,9
624,1,347,607,175,75,2,0.708182,9
624,8,990,517,56,48,2,0.453625,9
625,1,347,607,175,75,2,0.708182,9
625,8,991,518,57,48,2,0.453625,9
626,1,348,604,177,77,2,0.724348,9
626,8,991,519,57,48,2,0.453625,9
627,1,348,604,177,77,2,0.724348,9
627,8,991,520,57,48,2,0.453625,9
628,1,348,601,177,80,2,0.712601,9
628,8,992,521,57,48,2,0.453625,9
629,1,348,600,178,80,2,0.712601,9
629,8,989,522,56,51,2,0.543109,9
630,1,348,601,177,79,2,0.728752,9
630,8,989,523,56,51,2,0.543109,9
631,1,348,601,177,80,2,0.728752,9
631,8,988,525,56,50,2,0.439067,9
632,1,348,601,177,79,2,0.733921,9
632,8,988,527,56,50,2,0.439067,9
633,1,348,601,177,78,2,0.733921,9
633,8,989,527,58,50,2,0.588774,9
634,1,348,602,177,77,2,0.711726,9
634,8,989,528,58,50,2,0.588774,9
635,1,348,602,177,76,2,0.711726,9
635,8,988,530,60,51,2,0.520069,9
636,1,348,602,177,76,2,0.694556,9
636,8,988,531,61,51,2,0.520069,9
637,1,348,602,177,76,2,0.694556,9
637,8,989,529,60,53,2,0.601223,9
638,1,348,603,176,75,2,0.700449,9
638,8,989,530,60,53,2,0.601223,9
639,1,348,603,176,75,2,0.700449,9
639,8,988,533,62,55,2,0.586947,9
640,1,349,604,176,74,2,0.70458,9
640,8,988,534,62,55,2,0.586947,9
641,1,349,604,176,73,2,0.70458,9
641,8,988,537,62,56,2,0.591285,9
642,1,349,604,177,73,2,0.704738,9
642,8,989,539,62,56,2,0.591285,9
643,1,349,603,177,73,2,0.704738,9
643,8,989,539,62,56,2,0.61381,9
644,1,349,604,177,73,2,0.720161,9
644,8,989,540,63,56,2,0.61381,9
645,1,349,604,178,73,2,0.720161,9
645,8,989,542,61,58,2,0.609736,9
646,1,349,604,178,73,2,0.726073,9
646,8,989,543,60,58,2,0.609736,9
647,1,349,604,178,73,2,0.726073,9
647,8,990,545,60,56,2,0.634106,9
648,1,349,603,178,73,2,0.707808,9
648,8,990,547,60,56,2,0.634106,9
649,1,350,603,178,73,2,0.707808,9
649,8,990,548,61,55,2,0.575176,9
650,1,350,603,177,73,2,0.689089,9
650,8,990,550,61,55,2,0.575176,9
651,1,350,603,177,73,2,0.689089,9
651,8,990,552,65,55,2,0.542206,9
652,1,350,603,179,72,2,0.697411,9
652,8,990,553,65,55,2,0.542206,9
653,1,350,603,179,72,2,0.697411,9
653,8,989,555,67,55,2,0.502243,9
654,1,351,604,178,72,2,0.688809,9
654,8,989,556,68,55,2,0.502243,9
655,1,351,604,178,71,2,0.688809,9
655,8,988,559,67,57,2,0.587326,9
656,1,352,604,178,71,2,0.680342,9
656,8,988,561,68,57,2,0.587326,9
657,1,352,604,178,71,2,0.680342,9
657,8,987,562,72,61,2,0.627867,9
658,1,352,604,178,71,2,0.678923,9
658,8,987,565,72,61,2,0.627867,9
659,1,352,604,178,71,2,0.678923,9
659,8,987,568,72,60,2,0.558209,9
660,1,352,604,178,71,2,0.674994,9
660,8,987,571,72,60,2,0.558209,9
661,1,352,604,178,71,2,0.674994,9
661,8,986,573,74,58,2,0.663815,9
662,1,352,603,179,72,2,0.621452,9
662,8,986,576,75,58,2,0.663815,9
663,1,352,603,180,72,2,0.621452,9
663,8,988,576,75,62,2,0.661435,9
664,1,351,604,179,71,2,0.692762,9
664,8,988,578,75,62,2,0.661435,9
665,1,351,605,179,71,2,0.692762,9
665,8,989,583,76,60,2,0.635077,9
666,1,352,604,179,72,2,0.66749,9
666,8,990,586,76,59,2,0.635077,9
667,1,352,604,179,72,2,0.66749,9
667,8,991,586,77,62,2,0.643696,9
668,1,352,603,179,72,2,0.654652,9
668,8,991,589,77,62,2,0.643696,9
669,1,352,603,180,73,2,0.654652,9
669,8,991,589,77,64,2,0.540775,9
670,1,352,593,183,84,2,0.632784,9
670,8,992,591,77,64,2,0.540775,9
671,1,352,591,184,86,2,0.632784,9
671,8,990,593,78,66,2,0.50082,9
672,1,352,588,185,89,2,0.647742,9
672,8,990,596,78,66,2,0.50082,9
673,1,352,587,185,90,2,0.647742,9
673,8,990,596,79,71,2,0.531208,9
674,1,352,586,185,90,2,0.673873,9
674,8,989,598,79,72,2,0.531208,9
675,1,352,586,185,90,2,0.673873,9
675,8,994,602,79,70,2,0.578273,9
676,1,352,585,185,90,2,0.682076,9
676,8,995,605,79,71,2,0.578273,9
677,1,352,584,186,90,2,0.682076,9
677,8,995,608,79,71,2,0.648037,9
678,1,352,585,186,90,2,0.705013,9
678,8,996,611,79,72,2,0.648037,9
679,1,352,584,186,90,2,0.705013,9
679,8,993,612,81,76,2,0.561608,9
680,1,352,585,186,89,2,0.694175,9
680,8,993,615,82,77,2,0.561608,9
681,1,352,585,186,89,2,0.694175,9
681,8,992,617,83,77,2,0.673655,9
682,1,353,586,185,89,2,0.696188,9
682,8,992,620,84,78,2,0.673655,9
683,1,353,586,185,89,2,0.696188,9
683,8,993,624,84,78,2,0.693879,9
684,1,353,585,185,89,2,0.69409,9
684,8,993,627,84,78,2,0.693879,9
685,1,353,585,185,89,2,0.69409,9
685,8,992,632,87,79,2,0.660739,9
686,1,353,585,185,89,2,0.690989,9
686,8,992,636,88,79,2,0.660739,9
687,1,353,585,185,89,2,0.690989,9
687,8,991,636,90,81,2,0.727945,9
688,1,354,594,180,80,2,0.671788,9
688,8,991,639,91,81,2,0.727945,9
689,1,354,595,179,79,2,0.671788,9
689,8,993,643,93,87,2,0.660555,9
690,1,354,591,182,83,2,0.67405,9
690,8,993,647,94,88,2,0.660555,9
691,1,354,591,182,83,2,0.67405,9
691,8,990,651,96,90,2,0.723661,9
692,1,354,584,184,91,2,0.691507,9
692,8,990,655,97,90,2,0.723661,9
693,1,354,583,184,92,2,0.691507,9
693,8,988,659,98,90,2,0.752387,9
694,1,354,582,185,93,2,0.708654,9
694,8,988,664,99,90,2,0.752387,9
695,1,354,581,185,94,2,0.708654,9
695,8,990,668,98,91,2,0.726777,9
696,1,354,582,185,93,2,0.703333,9
696,8,991,673,98,91,2,0.726777,9
697,1,354,581,185,94,2,0.703333,9
697,8,994,677,97,93,2,0.758471,9
698,1,353,582,185,93,2,0.711901,9
698,8,995,681,97,94,2,0.758471,9
699,1,353,582,185,93,2,0.711901,9
699,8,993,686,100,96,2,0.721337,9
700,1,353,581,185,93,2,0.72471,9
700,8,994,691,101,97,2,0.721337,9
701,1,353,581,185,93,2,0.72471,9
701,8,994,694,101,99,2,0.759083,9
702,1,353,581,185,93,2,0.728221,9
702,8,995,699,101,99,2,0.759083,9
703,1,353,581,185,93,2,0.728221,9
703,8,993,701,104,105,2,0.775276,9
704,1,353,582,185,92,2,0.716565,9
704,8,993,706,104,106,2,0.775276,9
705,1,353,582,185,92,2,0.716565,9
705,8,990,711,109,109,2,0.836355,9
706,1,353,582,185,92,2,0.718091,9
706,8,990,717,110,110,2,0.836355,9
707,1,353,582,185,92,2,0.718091,9
707,8,990,724,116,115,2,0.785526,9
708,1,353,582,184,93,2,0.710701,9
708,8,990,730,117,116,2,0.785526,9
709,1,353,582,184,93,2,0.710701,9
709,8,991,735,121,118,2,0.76517,9
710,1,353,583,184,92,2,0.693368,9
710,8,992,742,122,119,2,0.76517,9
711,1,353,583,184,92,2,0.693368,9
711,8,990,744,125,124,2,0.662854,9
712,1,353,582,184,92,2,0.700706,9
712,8,990,750,126,125,2,0.662854,9
713,1,353,582,184,92,2,0.700706,9
713,8,990,759,131,132,2,0.787262,9
714,1,353,582,184,92,2,0.695679,9
714,8,991,766,132,133,2,0.787262,9
715,1,353,582,184,92,2,0.695679,9
715,8,990,773,133,134,2,0.679802,9
716,1,353,583,184,92,2,0.698784,10
716,8,990,780,134,135,2,0.679802,10
716,9,975,440,38,33,2,0.537544,10
717,1,353,583,184,92,2,0.698784,10
717,8,988,788,134,139,2,0.640838,10
717,9,975,440,38,33,2,0.537544,10
718,1,354,592,180,81,2,0.68997,10
718,8,988,796,135,140,2,0.640838,10
718,9,974,443,39,36,2,0.546747,10
719,1,354,594,180,79,2,0.68997,10
719,8,987,801,140,149,2,0.682464,10
719,9,974,444,39,36,2,0.546747,10
720,1,354,596,179,76,2,0.693476,10
720,8,987,810,141,150,2,0.682464,10
720,9,974,447,40,32,2,0.593123,10
721,1,354,597,178,75,2,0.693476,10
721,8,986,819,147,160,2,0.631641,10
721,9,974,448,40,32,2,0.593123,10
722,1,354,597,178,76,2,0.691144,10
722,8,986,829,148,163,2,0.631641,10
722,9,974,449,40,31,2,0.593123,10
723,1,354,597,178,75,2,0.691144,10
723,8,985,834,153,166,2,0.726312,10
723,9,973,453,42,31,2,0.545218,10
724,1,354,596,179,76,2,0.681352,10
724,8,986,843,155,168,2,0.726312,10
724,9,972,455,42,31,2,0.545218,10
725,1,354,596,179,76,2,0.681352,10
725,8,987,852,169,179,2,0.750129,10
725,9,973,458,42,29,2,0.574017,10
726,1,354,586,183,87,2,0.690429,10
726,8,988,863,172,182,2,0.750129,10
726,9,973,460,42,28,2,0.574017,10
727,1,354,585,184,89,2,0.690429,10
727,8,985,872,177,188,2,0.774882,10
727,9,974,458,42,32,2,0.506571,10
728,1,354,583,185,92,2,0.70057,10
728,8,986,884,179,191,2,0.774882,10
728,9,974,459,42,33,2,0.506571,10
729,1,354,582,186,93,2,0.70057,10
729,8,983,895,183,194,2,0.808248,10
729,9,974,459,39,33,2,0.441772,10
730,1,353,582,186,92,2,0.686085,10
730,8,984,908,184,196,2,0.808248,10
730,9,975,460,38,33,2,0.441772,10
731,1,354,582,186,93,2,0.686085,10
731,8,985,914,183,176,2,0.739182,10
731,9,974,461,39,32,2,0.537006,10
732,1,353,582,185,92,2,0.68447,10
732,8,986,923,183,175,2,0.739182,10
732,9,974,461,39,32,2,0.537006,10
733,1,354,582,185,92,2,0.68447,10
733,8,984,932,190,154,2,0.67274,10
733,9,974,461,40,33,2,0.475795,10
734,1,353,582,185,92,2,0.684883,10
734,8,984,939,191,150,2,0.67274,10
734,9,973,462,40,34,2,0.475795,10
735,1,353,582,185,92,2,0.684883,10
735,8,982,956,202,120,2,0.582089,10
735,9,973,462,40,36,2,0.589022,10
736,1,354,594,181,80,2,0.683583,10
736,8,982,962,204,114,2,0.582089,10
736,9,973,462,40,36,2,0.589022,10
737,1,354,596,180,78,2,0.683583,10
737,8,978,987,198,93,2,0.626826,10
737,9,973,464,40,38,2,0.620221,10
738,1,354,586,184,89,2,0.721375,10
738,8,978,993,198,87,2,0.626826,10
738,9,973,465,40,38,2,0.620221,10
739,1,354,585,184,90,2,0.721375,10
739,8,986,1017,191,64,2,0.475158,10
739,9,974,467,41,37,2,0.498694,10
740,1,354,582,185,93,2,0.723552,10
740,8,987,1024,190,58,2,0.475158,10
740,9,974,469,41,37,2,0.498694,10
741,1,354,581,186,94,2,0.723552,10
741,8,988,1029,190,53,2,0.475158,10
741,9,974,471,43,34,2,0.512104,10
742,1,354,581,186,94,2,0.703894,10
742,8,988,1034,189,48,2,0.475158,10
742,9,974,472,43,34,2,0.512104,10
743,1,354,581,186,94,2,0.703894,10
743,8,989,1038,189,45,2,0.475158,10
743,9,973,472,42,35,2,0.647466,10
744,1,354,582,186,93,2,0.706146,10
744,8,990,1041,188,43,2,0.475158,10
744,9,973,473,42,35,2,0.647466,10
745,1,354,581,186,94,2,0.706146,10
745,8,991,1043,188,41,2,0.475158,10
745,9,973,475,42,36,2,0.561375,10
746,1,354,582,186,93,2,0.711048,10
746,8,992,1045,188,39,2,0.475158,10
746,9,973,476,41,36,2,0.561375,10
747,1,354,582,186,93,2,0.711048,10
747,8,992,1047,188,38,2,0.475158,10
747,9,974,479,42,35,2,0.486773,10
748,1,354,582,186,93,2,0.725706,10
748,8,993,1049,188,37,2,0.475158,10
748,9,974,481,42,35,2,0.486773,10
749,1,354,582,186,93,2,0.725706,10
749,8,994,1050,187,36,2,0.475158,10
749,9,974,483,42,33,2,0.49647,10
750,1,354,583,186,92,2,0.723393,10
750,8,995,1052,187,35,2,0.475158,10
750,9,974,485,42,32,2,0.49647,10
751,1,354,583,186,92,2,0.723393,10
751,8,995,1053,187,34,2,0.475158,10
751,9,973,485,44,34,2,0.481291,10
752,1,354,584,186,92,2,0.705699,10
752,8,996,1054,187,34,2,0.475158,10
752,9,973,487,45,34,2,0.481291,10
753,1,354,584,186,91,2,0.705699,10
753,8,997,1055,187,34,2,0.475158,10
753,9,973,485,45,37,2,0.605598,10
754,1,355,584,184,91,2,0.683282,10
754,8,997,1055,187,33,2,0.475158,10
754,9,972,486,45,37,2,0.605598,10
755,1,356,585,184,91,2,0.683282,10
755,8,998,1056,187,33,2,0.475158,10
755,9,973,486,45,41,2,0.625224,10
756,1,357,585,183,91,2,0.673841,10
756,8,999,1057,187,33,2,0.475158,10
756,9,973,487,46,41,2,0.625224,10
757,1,357,585,183,91,2,0.673841,10
757,8,999,1058,187,33,2,0.475158,10
757,9,973,487,46,41,2,0.654221,10
758,1,357,594,180,81,2,0.669195,10
758,8,1000,1058,187,33,2,0.475158,10
758,9,973,488,46,41,2,0.654221,10
